movieId,keywords
1916,"prison gambling bowling winter kidnapping release from prison tap dancing strip club bathtub new york state ex-con character study bowling alley day in a life prison release buffalo, new york"
1917,"daughter race against time space marine moon washington dc, usa saving the world cataclysm paris, france asteroid self sacrifice nasa loss of loved one natural disaster u.s. air force end of the world space disaster wedding astronaut duringcreditsstinger disaster movie heroic mission aggressive daring rescue space centre somber cliché"
1918,"showdown police sequel mixed martial arts (mma) los angeles, california house fire triad buddy cop lapd maverick cop revolver action hero chinese triad shooting"
1919,"paris, france orphan based on children's book tutor woman director children in danger"
1920,defense industry toy shop technical toy soldier prototype killer toys toy comes to life
1921,new york city hacker ark of the covenant insanity paranoia mathematics mathematician delusion helix headache chaos theory migraine genius surrealism alienation computer chip black and white talmud garden of eden math genius atonement mysticism intuition psychotronic film avant garde absurd fibonacci
1922,new jersey drugs woman director
1923,surgeon romcom stalker dream girl taboo screwball comedy frisbee troubadour intellectual disability
1924,california stewardess tombstone fog resurrection alien zombie alien invasion ghoul grave digger siren colorized ufo sighting
1926,new york city dancing love triangle show business musical tap dancing singer singing black and white undressing broadway pre-code vaudeville dressing room chorus girl broadway show dance act vaudeville company sisterhood partially lost film show girls sister sister relationship sisters love dancing girls sapateado
1927,friendship army based on novel or book germany disillusion world war i steel helmet patriotism boot camp battlefield atrocity black and white soldier combat warfare death pre-code anti war mud trenches young soldier battlefield trauma depressing philosophical depiction of war
1928,newspaper gunslinger indian territory oklahoma family history frontier black and white newspaper editor pre-code land grab oil rig  land rush marksmanship drilling for oil land grant osage indian defense lawyer american history 1890s
1929,hotel card game burglar stolen money based on play or musical industrialist baron dying man murder tragic love black and white conscience jewel thief pre-code merger public humiliation revolving door dachshund stenographer flirtation prima ballerina bookkeeper
1931,ship mutiny island boat sailing based on true story tahiti 18th century tyrant flogging voyage high seas mutiny on the bounty
1932,biography based on true story producer broadway musical revue 19th century 20th century based on real person impresario
1933,biography scandal historical figure black and white writer miscarriage of justice devil's island dreyfus affair 19th century
1934,harmonica monopoly house tycoon based on play or musical love friends eccentric secretary free spirit black and white rich snob stenographer eccentric family curious complex critical comforting compassionate dignified excited
1936,based on novel or book england hostage world war ii prisoner of war pilot rose black and white river patrol bombing home front dunkirk
1937,new york city choir male friendship musical priest black and white catholic priest
1938,based on novel or book alcohol brother paranoia bartender addiction alcoholism flashback film noir suicidal black and white writer alcoholic bats low self esteem dishonesty hopelessness delirium tremens lies devoted girlfriend
1939,post-traumatic stress disorder (ptsd) war veteran bodily disabled person rehabilitation black and white dramatic romantic return from war ww2 veteran
1940,new york city based on novel or book magazine antisemitism black and white writer soldier widower racial prejudice gentile father son relationship
1941,father murder based on play or musical fratricide
1942,newspaper governor based on novel or book southern usa politics politician rise and fall reporter black and white political assassination corrupt politician hick
1944,beach based on novel or book hawaii world war ii harassment pearl harbor military base black and white bombing extramarital affair military life army base 1940s boxing army bugler
1945,corruption new jersey murder mafia black and white union dock longshoreman pigeon ex-boxer excited
1946,italian american bachelor marriage butcher teacher love crying dating overbearing mother dance hall lonely old maid
1947,new york city immigrant showdown street gang slum love at first sight highway forbidden love musical based on play or musical rivalry feud interracial relationship tragic love attempted rape policeman obsessive love lifting female in air young love modern day adaptation romeo & juliet music and dance romantic tragic dance musical
1948,countryside based on novel or book rags to riches sword fight breaking the fourth wall tutor foundling 18th century squire bawdy espada século xviii
1949,death penalty england pope beheading protestant church oath based on play or musical tudor catholic henry viii 16th century british monarchy século xvi
1950,small town southern usa police chief stolen money racial segregation racist thief murder youth gang racism whodunit poverty false accusations police station racial tension bigotry autopsy room red herring railroad station white supremacists nymphette bigot deep south cotton plantation southern small town rumble illegal abortionist jumping to conclusions
1951,"london, england based on novel or book pickpocket orphanage musical based on play or musical victorian england orphan dog 19th century órfão"
1952,new york city friendship prostitute rape based on novel or book shower texas hustler homelessness rape of a male male homosexuality male prostitution fish out of water gang rape cynical lgbt male bonding polio 1960s anxious cautionary provocative psychological drama
1953,"drug dealer new york city police brutality drug smuggling undercover agent gangster heroin marseille, france paranoia night life attempted murder drug mule train hijacking police stakeout police pursuit popeye academy award winner"
1954,"underdog philadelphia, pennsylvania transporter love of one's life italian american sports fight independence publicity boxer training lovers world champion victory surprise boxing boxe empathetic hopeful"
1955,"husband wife relationship marriage custody battle divorce family couple selfishness manhattan, new york city child custody abandonment dramatic parents separating compassionate"
1956,"chicago, illinois depression post-traumatic stress disorder (ptsd) based on novel or book suicide attempt middle class dysfunctional family grief bereavement psychiatrist guilt grieving survivor's guilt loss of son hopeful sincere tragic mother son conflict"
1957,underdog sports scotland missionary olympic games jewry patriotism mayor praline olympian sports team ambition based on true story athletics 1920s olympic athlete running on the beach cambridge university dramatic running celebratory dignified powerful
1958,"adultery based on novel or book parent child relationship loss of loved one houston, texas cancer astronaut single mother neighbor neighbor relationship mother daughter relationship narcissistic mother dramatic adultério astronauta"
1959,farm infidelity africa plantation safari melancholy nairobi coffee grower romance kenya based on memoir or autobiography british colonial syphilis danish historical drama 1910s big game hunter cuckolded husband plantation owner lions coffee beans romantic colonial africa
1960,"suicide experiment china isolation buddhism becoming an adult war crimes suicide attempt war on drugs revolution drug addiction opium arranged marriage world war ii emperor coup d'etat manchuria dynasty reeducation camp biography based on true story autobiography teacher beijing, china dowager decadence communism 1920s 1940s 1950s 1910s 1930s japanese occupation of china prisão suicídio"
1961,mentally disabled individual loss of loved one yuppie autism car dealer egocentrism convertible road trip blackjack cincinnati travel las vegas psychiatrist disability mentally handicapped man duringcreditsstinger asperger's syndrome suppressed memory forgotten memory sentimental melodramatic savant syndrome
1962,individual chauffeur culture clash self-discovery widow 1970s atlanta pulitzer prize civil rights racial segregation based on play or musical car accident unlikely friendship elderly african american servant 1940s 1950s 1960s elderly lady race relations
1963,prison pickpocket bad luck jinx wedding
1964,new york city prostitute cat obsession audio tape detective junkie pimp conspiracy psychologist whodunit missing person
1965,"police capitalism dark comedy punk rock satire surrealism alien radioactivity economy ufo conspiracy consumerism los angeles, california scientist nonconformism repossession genre bending 1980s car trunk anti-authoritarianism"
1966,"new york city upper class philosophy manhattan, new york city debutante socialite party young adult"
1967,rescue race against time maze castle musical puppet babysitter surrealism baby-snatching coming of age growing up teenage girl puppetry fantasy world child kidnapping goblin goblins magic land giant creature bizarre creatures absurd goblin king amused baffled ghoulish
1968,high school coming of age teen angst detention teenage rebellion stereotype 1980s teenager wry
1969,high school fire dreams nightmare sadism psychopath transformation supernatural diary haunted house possession sequel premonition spontaneous combustion slasher bdsm school bus disfigurement sleepwalking pool party supernatural horror whump suburban gothic
1970,dreams nightmare sadism psychopath group therapy supernatural hypnosis ohio sequel murder slasher trapped alcoholic mental illness dream sequence catholicism disfigurement sleepwalking mental hospital nightmare becomes reality psychotherapist supernatural horror dreaming
1971,high school martial arts dreams nightmare sadism psychopath supernatural diner resurrection ohio sequel murder slasher alcoholic disfigurement nightmare becomes reality supernatural horror
1972,dreams baby monster nightmare nun sadism psychopath asylum pregnancy supernatural resurrection ohio sequel murder vision slasher torture birth disfigurement nightmare becomes reality fetus womb supernatural horror
1973,amnesia dreams nightmare sadism psychopath supernatural ohio sequel alternate dimension murder memory loss psychologist memory slasher killer disfigurement duringcreditsstinger woman director nightmare becomes reality halfway house supernatural horror suburban gothic
1974,lake new jersey drowning summer camp sadism villain woods revenge murder stalking serial killer cabin camp slasher summer series of murders 1950s teenager suspenseful antagonistic b-horror
1975,new jersey summer camp psychopath sequel woods mysterious man revenge serial killer slasher summer massacre series of murders death of mother teenager
1976,lake summer camp sadism psychopath sequel woods murder slaughter serial killer slasher summer series of murders blood lust one by one supernatural horror young girls slaughtering
1977,lake new jersey sadism psychopath morgue resurrection sequel woods slaughter serial killer slasher series of murders hitchhiking supernatural horror absurd amused ghoulish
1978,mask new jersey sadism psychopath psychology sequel woods slaughter serial killer hospital slasher whodunit series of murders supernatural horror
1979,mask new jersey lightning sadism psychopath cemetery sequel woods slaughter serial killer slasher series of murders satirical supernatural horror meta absurd
1980,mask lake new jersey sadism psychopath telekinesis sequel woods slaughter serial killer slasher series of murders psychiatrist blunt supernatural horror absurd cruel
1981,mask high school new york city new jersey sadism psychopath boat sewerage times square sequel woods slaughter serial killer slasher series of murders satirical supernatural horror disapproving
1982,mask police halloween babysitter marijuana stalking serial killer maniac killing spree family evil psychotic escaped killer
1983,mask sheriff halloween sequel serial killer hospital killing spree holiday horror
1984,mask factory commercial gas station killing curfew halloween cult hospital doctor death surveillance camera stonehenge absurd holiday horror ridiculous
1985,sheriff ambulance scissors killing halloween twist knife sequel murder serial killer niece power outage evil crime spree escaped killer october murder spree holiday horror
1986,sheriff barn sequel boogeyman slasher psychiatrist killer evil kitten scythe heroine pitchfork macabre psychotronic holiday horror
1987,high school dancing dance child murder revenge murder prom serial killer slasher burning man killer disco axe murder psycho red herring
1990,nun monk murder priest slasher casual sex
1991,"chicago, illinois birthday gun voodoo stalker evil doll murder killer doll serial killer slasher explosion single mother killer doll evil killer toys toy comes to life possessed doll supernatural power mother and son falling out window horrified"
1992,factory voodoo foster parents faithlessness evil doll murder killer doll serial killer slasher foster sister foster family doll foster child evil foster home killer toys toy comes to life toy factory possessed doll foster mom supernatural power horrified
1993,voodoo recruit evil doll killer doll serial killer slasher military academy killer toys toy comes to life war game possessed doll supernatural power horrified
1994,dying and death parent child relationship medium poltergeist halloween ghostbuster haunted house paranormal phenomena family relationships suburbia macabre power of goodness disturbed haunted anxious dramatic awestruck foreboding frightened ominous
1995,"monster poltergeist halloween undead family secrets sequel alternate dimension shaman super power phoenix, arizona supernatural horror"
1996,"chicago, illinois religion and supernatural poltergeist halloween sequel devil demon super power"
1997,"washington dc, usa religion and supernatural exorcism holy water paranormal phenomena possession vomit satan priest ouija board demon strong language roman catholic church psychotic demonic possession disturbed child crisis of faith sfx religious horror supernatural horror provocative actress dramatic suspenseful audacious bold possessed child metrocolor"
1998,1970s religion and supernatural exorcism possession hypnosis pact with the devil sequel examination priest devil roman catholic church demonic possession locust faith healing supernatural horror playful absurd audacious
1999,death penalty religion and supernatural suspicion of murder investigation exorcism doomed man halloween possession psychiatric hospital priest series of murders missing person roman catholic church demonic possession macabre supernatural horror mischievous whimsical
2000,"showdown police self-destruction mixed martial arts (mma) los angeles, california police detective ex soldier buddy cop lapd buddy comedy maverick cop homicide detective christmas death of wife action hero shooting cops intense"
2001,"showdown police loss of loved one sequel mixed martial arts (mma) gang los angeles, california police detective buddy cop diplomatic immunity lapd maverick cop action hero shooting"
2002,"showdown police dark comedy sequel mixed martial arts (mma) los angeles, california rookie cop buddy cop lapd maverick cop aftercreditsstinger action hero shooting cops"
2003,small town monster holiday department store pet human animal relationship bars and restaurants sunlight salesperson midnight fur gremlin banking ymca puppet puppetry chainsaw christmas pets supernatural horror absurd whimsical enchant joyful
2004,dying and death new york city monster mutation cleverness skyscraper mutant human animal relationship current electric shock restaurant gremlin research station puppetry cowardliness creature pets electricity
2005,"gang of thieves treasure map oregon, usa gunfight pirate childhood friends booby trap water slide foreclosure walking the plank lost treasure social outcast pirate ship henchmen"
2006,california hero horseback riding spy superhero sword fight revenge vigilante swashbuckler action hero zorro vigilante justice
2007,"dancing jealousy paris, france wedding festival"
2008,journalist prostitute seduction con man scam female cop beach house rough sex california beach crime of passion neo-noir traumatic childhood 1950s sexual encounter sexual attitudes fraternal twins getting away with murder hard-boiled dame brother sister relationship adulterous affair matricide property deed sexy woman charming man homme fatale erotic film brother sister incest sex scene child murders parent
2009,based on novel or book paranoia dystopia greenhouse effect global warming overpopulation water shortage cannibal genocide murder investigation colony collapse disorder eutanasia assisted suicide crime against humanity murder case food shortage societal collapse processing plant environmental collapse 21st century eutanásia
2010,future metropolis class society man vs machine underground world tower of babel based on novel or book inventor dystopia delirium mad scientist prophet steampunk grim reaper black and white robot destruction silent film nostalgic expressionism seven deadly sins depravity partially lost film mob justice downtrodden saviour social unrest german expressionism mediator dramatic suspenseful
2011,flying car skateboarding car race lightning guitar inventor time travel diner car crash sequel alternate history thunderstorm tunnel high school dance angry hoverboard 2010s lighthearted enthusiastic exhilarated
2012,california saloon sports car inventor horseback riding indian territory locomotive time travel native american mad scientist sequel outlaw shootout steampunk gunfight train wild west cavalry 1950s candid hoverboard suspenseful amused enthusiastic exhilarated optimistic
2013,new year's eve sea ship prostitute husband wife relationship life and death sibling relationship based on novel or book faith ocean 1970s wave shipwreck natural disaster cruise seaquake ocean liner travel disaster capsized ship tidal wave disaster movie dramatic réveillon
2014,based on children's book body-swap water skiing body switch field hockey hilarious whimsical
2015,flying car inventor professor basketball black and white absent minded secret formula flubber
2016,spoof
2017,holiday musical based on play or musical nursery rhyme toy maker toy soldier toymaker
2018,loss of loved one cartoon forest coming of age best friend cartoon rabbit forest fire aggressive fawn cartoon deer
2019,martial arts japan samurai sword peasant village looting rice fencing moral ambiguity forbidden love black and white battle bandit practice farmer jidaigeki 16th century class relations collectivism plunder downtrodden farmers bushi tactical warfare violence excited violent
2020,"plan lovesickness paris, france based on novel or book cheating cynic sexuality boredom praise lover ladykiller fiancé seduction love letter courtly life loss of virginity wager gender roles 18th century sword duel baroque seducer"
2021,witch empire galaxy rebellion future space marine army monster based on novel or book prophecy atomic bomb mutation telepathy traitor dystopia emperor insurgence space travel space war spice duke chosen one jihad invasion baron steampunk conflict execution explosion fictional war drugs desert incest giant worm space opera future war messiah denunciation lies suspenseful excited areia
2022,christianity traitor roman crucifixion longing moral conflict easter spirituality cross temptation mary magdalene jesus christ jesus
2023,daughter new york city helicopter assassination italian american italy gangster christianity vatican (holy see) pope confession symbolism revenge organized crime mafia lawyer roman catholic church disrespectful
2024,faith religion and supernatural eroticism group sex bible the rapture religious conversion end of the world apocalypse armageddon religious fundamentalism independent film biblical
2025,jealousy based on novel or book police obsession professor blackmail seduction road trip teacher love murder older man younger woman relationship lust desire illness underage voyeurism flirtation virginity sex with a minor
2026,mind control high school suicide island nightmare police chase insanity control teacher murder brainwashing rage behavior dramatic ambiguous complicated
2027,"escape italy sicily, italy gangster postman satire parody mafia emigrant"
2028,"dying and death self sacrifice bravery world war ii duty normandy, france troops waffen ss omaha beach rescue mission cowardice us army based on true story d-day military german soldier military operation 1940s bloody deaths excited u.s. army soldier u.s. army ranger massive casualties"
2032,tv ratings chimpanzee television network television / tv studio
2033,witch based on novel or book pig magic sword fairy villain dragon cauldron evil ruler mystical quest teenage protagonist
2034,space marine killer robot space travel ghost ship black hole zombie robot deep space
2035,witch gambling american football coach auction coach pirate new england ghost seaside town blackbeard
2036,money laundering stolen money rich kid first crush eccentric millionaire spending money money misappropriation adventure with kids appreciative blank check
2037,butler bankrupt con artist orphan heiress impersonation hidden treasure adventure comedy impersonation fraud hidden clues orphan girl loyal servant
2038,cat telekinesis alien ufo industrial spy
2040,computer college quiz friends family thunderstorm college student human vs computer
2041,mission superhero
2042,sports competition adversary ice hockey nostalgic kids' sports team excited
2043,small town whiskey leprechaun caretaker ireland fiddle banshee storyteller wishes rainbow irish hilarious whimsical pot of gold
2044,
2046,florida farewell artificial intelligence (a.i.) flying saucer nasa homesickness extraterrestrial technology time travel alien dog pets alien technology time jump
2048,"london, england detective queen mouse villain victorian england thug cartoon mouse 19th century whimsical"
2050,mexico chase sequel criminal syndicate private detective counterfeiting ring bananas latin america
2051,"paris, france car race monte carlo car mechanic sequel diamond theft monte carlo rally"
2052,"witch virgin sibling relationship magic halloween undead resurrection potion salem, massachusetts trick or treating spellcasting talking cat time skip grimoire teen fantasy"
2053,inventor becoming an adult infant family
2054,inventor parent child relationship ant shrinking giant insect neighbor miniaturization next door neighbor odd neighbor
2055,
2056,based on novel or book jules verne shipwreck volcano pirate south america condor andes mountains brother sister relationship
2057,cat bear dog pets
2058,"chicago, illinois corruption police hostage innocence pension hostage-taking murder conspiracy bullet wound urban setting negotiator"
2059,california summer camp twin sister remake matchmaking family reunion wedding dress gold digger twins separated at birth identity swap father daughter reunion divorced parents woman director mother daughter reunion napa valley sleepaway camp father daughter relationship mother daughter relationship sister sister relationship stop wedding parent child reunion age-gap relationship long lost sibling identical twins cheerful wedding sabotage wine collection
2060,sports stadium invention mascot friends money business aftercreditsstinger driveway sportscaster whimsical
2064,capitalism economics unemployment corporate greed
2065,new york city great depression falling in love movie star
2066,small town gas station suppressed past gangster detective deaf-mute briefcase deception femme fatale partner film noir black and white double cross tax evasion framed for murder
2067,daughter based on novel or book love triangle nurse world war i suicide attempt loss of loved one forbidden love stepparents russian revolution (1917) 1910s dramatic condescending melodramatic triangulo amoroso metrocolor suicídio primeira guerra mundial revolução russa
2068,dying and death child abuse sibling relationship funeral loss of loved one sweden bishop theatre group child prodigy dysfunctional family ghost hamlet shocking turn of the century christmas 1900s 20th century dramatic suspenseful family chronicle harsh hopeful
2069,"escape bus texas based on play or musical houston, texas memory senior citizen 1940s daughter–in–law elderly lady"
2070,country music guitar texas alcoholism southern baptist
2071,aids hiv doctor epidemic lgbt virus
2072,garbage psychopath paranoia dark comedy vacation suburbia neighbor serial killer slasher chainsaw murderer old dark house pig mask new neighbor axe murder dream sequence psycho neighborhood madman lunatic absurd amused
2073,"airplane fireworks automobile skydiving surprise party austin, texas road movie male bonding dusty stunt flying"
2074,"hotel uniform concentration camp eroticism sadomasochism flashback vienna, austria guilt woman director submission sexual dysfunction dominance submissiveness 1950s porter nazi war criminal"
2075,career nazi pact with the devil demon
2076,drug dealer small town sexual obsession detective nightclub ear surrealism psychological abuse murder drugs policeman voyeurism neo-noir erotic thriller cruel
2077,freight train great depression attempted rape hitchhiking institution
2078,based on novel or book narration human animal relationship cartoon villain musical feral child coming of age anthropomorphism jungle orphan india animal lead
2080,love of one's life spaghetti female lover cartoon villain kiss cartoon cat cartoon dog pets enchant
2081,witch princess sea daughter kingdom fireworks cartoon mermaid prince villain musical coming of age crab fish out of water misunderstanding single father female villain based on fairy tale true love bargain hand drawn animation trident father daughter relationship good versus evil vibrant
2082,sports ice hockey nostalgic the big game minneapolis kids' sports team
2083,"future london, england based on novel or book holiday redemption musical puppet past puppetry miser lost love ghost christmas music christmas 19th century what if grumpy man victorian era christmas eve cautionary christmas carols celebratory holiday spirit charles dickens"
2084,new york city musical based on true story teenage girl teenage boy juvenile crime brawl boy singer name change slingshot juvenile detention center corrupt official turn of the century newspaper boy 19th century newsboy correctional institution 20th century
2085,"london, england cartoon villain puppy dog dalmatian female villain cartoon dog pets cartoon animal"
2087,"london, england sibling relationship flying becoming an adult magic crocodile clock bravery fairy cartoon mermaid villain child hero musical pirate gang pirate native peoples whimsical"
2088,baby octopus blackmail musical based on comic tax collector based on cartoon super power sailor spinach seaside town abandoned baby
2089,australia diamond kidnapping mouse alligator villain baby-snatching eagle sequel poacher nest waterfall australian outback boy
2090,rescue kidnapping mouse cartoon villain rescue mission baby-snatching bottle energy mole cartoon mouse tide female villain girl
2091,
2092,princess middle east magic parrot sultan flying carpet musical sequel love revenge magical object animals aftercreditsstinger genie magic lamp dramatic hilarious direct to video
2093,princess donkey electric shock sequel pumpkin imaginary land mental institution mechanical based on young adult novel mirror
2094,"nazi superhero airplane wreck based on comic airship los angeles, california based on graphic novel flying man pilot hero nazi collaborationism 1930s griffith observatory"
2095,lawyer dog district attorney
2096,witch princess magic kingdom fairy tale sleep fairy cartoon prince castle villain kiss knight dragon dungeon female villain based on fairy tale comforting sleeping beauty technirama
2097,witch dreams based on novel or book elephant lightning circus child murder maze spider clown black magic carnival decapitation storm tarantula gothic sideshow autumn lightning rod
2098,flying car inventor american football sequel black and white secret formula anti-gravity broken window flubber
2099,fox slavery story teller plantation georgia racial segregation brown bear rabbit southern live action and animation reconstruction era child protagonist former slave
2100,new york city bachelor mermaid cape cod produce seller sympathetic
2102,musical steamboat black and white cartoon mouse short film anthropomorphic mickey
2103,
2104,"based on novel or book oklahoma coming of age tulsa, oklahoma teenager"
2105,hacker virtual reality dystopia simulation super computer utopia computer simulation simulated reality  cyberspace bike racing arcade game adoring pac-man
2106,suicide world war ii antisemitism anti-nazi resistance swing dancing children in wartime
2107,california boarding school brother new identity halloween witness protection uncle school party sister sequel underage drinking serial killer slasher principal death evil holiday horror
2108,"meteorology metereologist weather forecaster los angeles, california duel unemployment"
2109,blow neominstrelsy phone book sharecropper tennis court
2110,"father murder nostalgia parody femme fatale los angeles, california black and white private detective list private eye 1940s old footage nazi underworld old hollywood man disguised as woman gumshoe repurposed footage inner monologue noir spoof"
2111,just married marriage contract wedding brain surgeon
2112,"adultery friendship hope earthquake grand canyon arrest los angeles, california mugger kindness"
2114,"street gang based on novel or book children's home coming of age gang juvenile delinquent tulsa, oklahoma based on young adult novel teenager"
2115,treasure skeleton wind elephant heart riddle crocodile bridge treasure hunt torture india monkey archaeologist conveyor belt child driving car mine car rope bridge splits adventurer archeology 1930s excited exhilarated
2116,mission based on novel or book elves dwarf troll fantasy world wizard journey ring hero's journey high fantasy good versus evil animation
2117,based on novel or book dystopia fascism totalitarian regime anarchist brainwashing orwellian totalitarianism future vision future noir authoritarian george orwell dystopian future
2118,sheriff coma based on novel or book sacrifice flashback premonition vision doctor car accident series of murders psychic dark hero gothic madness mysterious
2119,man vs machine gas station roadhouse siege lorry comet automation truck arcade exploding truck exploding gasoline station inanimate objects come to life eighteen wheeler semi truck
2120,small town sheriff based on novel or book pain strangeness manipulation malice prank devil desire occult
2121,based on novel or book animal attack cadillac dam corpse dog rabies rabid dog rabbit hole trapped in car mad dog pets animal horror saint bernard dog suspenseful amused
2122,small town sacrifice children gang human sacrifice paganism evil preacher preacher based on short story religious cult killer child folk horror cornfield
2123,"new orleans, louisiana villain heaven little girl dog animals german shepherd second chance pets good versus evil orphan girl"
2124,dancing dead wish secret passage fencing black humor uncle eccentric mansion loan shark accountant creepy disembodied hand anxious long lost sibling
2125,child abuse france gypsy fairy tale arranged marriage leonardo da vinci prince royal family death of father royalty evil stepmother based on fairy tale retelling stepsister master servant relationship 16th century classism commoner father daughter relationship masquerade ball adaptation cinderella story
2126,assassination casino gambling political activism naval officer atlantic city bribery woman in jeopardy homicide detective secretary of defense whistleblower corrupt cop boxing match navy commander admiring adoring ambiguous amused dubious
2130,new jersey casino gangster cocaine casanova murder mobster atlantic city older man younger woman relationship poker game drugs lemon
2131,loss of loved one marriage pianist invalid mother daughter reunion mother daughter relationship introspective intimate dramatic intense depressing
2132,adultery professor married couple guest black humor based on play or musical campus dysfunctional marriage black and white alcohol abuse new england cuckold one night henpecked husband angry aggressive house guest college professor marital tensions academia dead son impotent husband nasty wife cuckolded husband nagging wife hysterical drunks bickering couple provocative bitter mocking sarcastic shattered reality openly flirtatious wife acerbic couple alcoholic couple
2133,babysitter unfaithful boyfriend misadventure one night car theft suburbanite chop shop homeless man frat party criminal gang held hostage norse mythology aftercreditsstinger
2134,"chicago, illinois nerd biker based on comic morphing mischievous playful lighthearted absurd hilarious whimsical ridiculous"
2135,england parrot musical vegetarian victorian england based on children's book rainstorm seal (animal) talking to animals shell quest 19th century snail animal rights activist communicating with animals
2136,professor chemistry nerd alter ego teacher love potion jekyll and hyde playing piano libertine jazz band nightclub entertainer teacher-student love
2137,friendship musical anthropomorphism spider web talking pig cartoon spider
2138,based on novel or book gore trap anthropomorphism seagull based on children's book rabbit runt river crossing adult animation journey myth berkshire rabbits
2139,widow mouse villain crow illness good versus evil
2140,race against time mission liberation castle villain mythical creature puppetry creature fantasy world crystal good versus evil bizarre creatures complicated melodramatic ominous
2141,new york city cat immigration mouse american dream villain cossack hanukkah pogrom good versus evil
2142,sheriff indian territory mouse villain sequel desert family falling off train
2143,witch princess monster magic winter sword hell mythology romance snow sorcerer duel devil demon evil swashbuckler unicorn warrior familiar
2144,high school birthday nerd convertible crush teenage crush exchange student night vision goggles sweet sixteen chastity teenage angst playful high school romance irreverent lighthearted popular boy whimsical high school prom cliché
2145,high school jealousy bullying outcast crush clique first love fashion design peer pressure social differences school life abandoned by mother 1980s wealth differences teenage angst record store crush on friend high school prom
2146,friendship secret admirer post college
2147,animal attack stone age tribe bear prehistory cavemen neanderthal prehistoric man pleistocene
2148,vietnam war vietnam veteran haunted house author new neighbor novelist next door neighbor neighbor neighbor relationship divorced man guilty conscience dream like experience divorced couple missing son war trauma subconscious unresolved issues traumatized man intergenerational trauma flirty neighbor
2149,house time travel stone age human sacrifice zombie cowboy costume party ancestor crystal skull
2150,airplane africa tribe botswana god desert soda bottle kalahari bushman tribal independent film
2151,airplane civilization stowaway safari tribe slapstick comedy disappearance scientist kalahari bushman tribal
2152,sports american football sequel dog golden retriever boy and dog
2153,"martial arts london, england showdown hitman clone spy superhero villain secret agent mad scientist weather manipulation sword fight swordsman terrorism scientist doppelgänger world domination human duplication good versus evil based on tv series"
2154,jamaica female friendship vacation female protagonist single mother older woman younger man relationship black love celebratory cheerful african american romance longtime friends
2155,1970s dysfunctional family coming of age teenage girl beverly hills semi autobiographical woman director nursing school nomad
2156,
2159,"chicago, illinois prostitute rape psychopath sadistic biography based on true story sister murder serial killer home invasion killing spree incest"
2160,"new york city husband wife relationship based on novel or book satanism conspiracy soul selling new neighbor occult struggling actor demonic possession satanic ritual pregnant wife coven (akelarre) satanic cult nosy neighbor manhattan, new york city woman in jeopardy aspiring actor neighbor neighbor relationship new apartment paranoid poisoning gaslighting apartment meddling neighbor horrified impregnation of woman by entity selfish husband ambitious husband"
2161,based on novel or book wolf magic fairy tale horse mythology child hero anthropomorphism bully school creature reading book store fantasy world giant gnome quest child protagonist father son relationship based on young adult novel magical necklace
2162,sequel dragon based on children's book reading fantasy world giant sorceress fear of heights
2163,mutation aggression musical parody tomato mad scientist vegetable spoof b movie tomate
2164,california neo-nazism beach gang revenge killing 1980s synthpop low budget
2165,impotence male friendship anal sex extramarital affair unhappiness lgbt gay theme
2166,death penalty friendship malaysia marijuana childhood friends
2167,martial arts hero vampire superhero supernatural based on comic rivalry vampire hunter (slayer) sword fight revenge tragic hero one man army martial arts master scientist super power blade secret headquarters escapade deadly master warrior urban gothic good versus evil
2169,suicide college dark comedy teen movie drugs fraternity house pot teen suicide autopsy room
2170,death penalty falsely accused violin attempt to escape violinist spoof
2171,"aquarium boston, massachusetts romcom dating"
2172,semi autobiographical woman director
2174,skeleton afterlife calypso supernatural arts halloween haunted house minister possession giant snake surrealism child bride teenage girl gothic death madness dead ghost property mischievous earnest suburban gothic
2175,love american pin stranger ruby
2176,philosophy banquet rope strangle based on play or musical murder dinner party academia suspicious suspenseful intense superiority
2177,fortune teller kidnapping detective greed investigation fraud fake identity murder heir spiritualist armed robbery
2178,"london, england rape police girlfriend truck murder serial killer psychological thriller pin ex-wife necktie sack potatoes produce seller"
2179,"new york city husband wife relationship paris, france based on novel or book copenhagen, denmark cold war cuban revolution cuban missile crisis spy ring 1960s soviet defector french spy"
2180,cold war east germany
2181,"prostitute rape philadelphia, pennsylvania sexual abuse post-traumatic stress disorder (ptsd) chase sexual frustration clerk horseback riding suicide attempt in love with enemy blackmail horse race fetish lie women's sexual identity new identity kleptomania baltimore, usa horse frigidity honeymoon riding accident cruise psychology self-defense fetishism cowardliness"
2182,new york city robbery based on novel or book musician falsely accused innocence black and white insurance
2183,"london, england assassination espionage spy scotland yard bus paranoia morocco remake conspiracy whodunit british spy american political intrigue  physician frenchman assassination attempt cymbals suspenseful vistavision"
2184,small town based on novel or book painting black humor dead body whodunit falling in love corpse hunting vermont autumn murder mystery exhumation sudden death vistavision
2185,police confession blackmail suspicion of murder quebec flashback film noir murder caretaker priest lawyer black and white church housekeeper catholic gardener married woman murder investigation murder trial crisis of conscience innocent suspect rectory seal of confession
2186,infidelity island based on novel or book perfect crime psychopath obsession detective suspicion theory carousel  lighter film noir stalking black and white train strangulation double cross amusement park husband wife estrangement chance meeting cocktail party fiancée perfect murder penn station storm drain tennis match tennis pro trains murder swap suspenseful
